news,news_category,views,poster,time,month,year,news_link
Oil Slump: Banks Face Financial Distress,Business," / , / ,  / , (16731 Views) ",Adesiji77,5:54pm,Jan 24,2015,https://www.nairaland.com/2111272/oil-slump-banks-face-financial
‘PDP Planning To Stone Buhari In Ondo’ - Buhari Campaign Co-ordinator,Politics," / , / ,  / , (21531 Views) ",SEHHYTEX,7:18am,Jan 23,2015,https://www.nairaland.com/2108442/pdp-planning-stone-buhari-ondo
"Buhari’s Daughter, Halima Opens Up On Her Father ",Politics," / , / ,  / , (35311 Views) ",MalcoImX,10:54pm,Jan 20,2015,https://www.nairaland.com/2104119/buharis-daughter-halima-opens-up
"Daniella Okeke Steps Out In Backless Dress, Hit Or Miss?",Celebrities," / , / ,  / , (38462 Views) ",Trending,11:33pm,Jan 21,2015,https://www.nairaland.com/2106151/daniella-okeke-steps-out-backless
"Jealous Housewife Bathes Rival With Acid, Jumps Into River Niger",Crime," / , / ,  / , (41434 Views) ",lalasticlala,1:36pm,Jan 23,2015,https://www.nairaland.com/2109072/jealous-housewife-bathes-rival-acid
1985 Newspaper Story Created After Buhari Was Toppled,Politics," / , / ,  / , (55300 Views) ",Kenai,3:29pm,Jan 23,2015,https://www.nairaland.com/2109270/1985-newspaper-story-created-after
Sean Tizzle & Onyeka Onwenu Strike A Pose,Celebrities," / , / ,  / , (30937 Views) ",klem93,2:10pm,Jan 23,2015,https://www.nairaland.com/2109117/sean-tizzle-onyeka-onwenu-strike
"Oga Interviewer, Don’t Ever Call Me Beautiful! (A Letter To Hr’s In Nigeria)",Jobs/Vacancies," / , / ,  / , (19672 Views) ",Naijasinglegirl,2:19pm,Jan 23,2015,https://www.nairaland.com/2109136/oga-interviewer-dont-ever-call
Islam for Muslims,Religion," / , / , / ,  / , (11418 Views) ",Omoalhaja7,11:58pm,Jan 19,2015,https://www.nairaland.com/islam
Buhari's Permission Required For Confirmation Of Results - Cambridge,Politics," / , / ,  / , (50899 Views) ",tbaba1234,2:42pm,Jan 23,2015,https://www.nairaland.com/2109184/buharis-permission-required-confirmation-results
The Giant Scaly Fish That Stephanie Okereke Saw,Food," / , / ,  / , (41559 Views) ",Seun,3:43pm,Jan 23,2015,https://www.nairaland.com/2109292/giant-scaly-fish-stephanie-okereke
"""I Will Reduce The Cost Of Land In Lagos When I Win""  - Jimi Agbaje",Politics," / , / ,  / , (21007 Views) ",ollyboy009,4:06pm,Jan 23,2015,https://www.nairaland.com/2109334/reduce-cost-land-lagos-when
Cossy Orjiakor Ridicules Buhari On Twitter (Photo),Celebrities," / , / ,  / , (35241 Views) ",okoro4,2:31pm,Jan 24,2015,https://www.nairaland.com/2110958/cossy-orjiakor-ridicules-buhari-twitter
Married Man Killed By Jealous Badoo Lover,Crime," / , / ,  / , (63290 Views) ",okoro4,9:02am,Jan 23,2015,https://www.nairaland.com/2108614/married-man-killed-jealous-badoo
Transformed Oyo State (PHOTOS),Politics," / , / ,  / , (35632 Views) ",Ajimobi2015,3:24pm,Jan 23,2015,https://www.nairaland.com/2109261/transformed-oyo-state-photos
Top 15 Sexiest Female Nigerian Television Personalities (Photos),TV/Movies," / , / ,  / , (99111 Views) ",wise7,3:27pm,Jan 23,2015,https://www.nairaland.com/2109268/top-15-sexiest-female-nigerian
Nigerian Celebrities Who Were Victims Of Sexual Abuse (Photos) ,Celebrities," / , / ,  / , (40218 Views) ",lalasticlala,12:34pm,Jan 23,2015,https://www.nairaland.com/2108958/nigerian-celebrities-victims-sexual-abuse
50 Greatest Andriod Hardcore Games,Phones," / , / ,  / , (32382 Views) ",Flawlessangel,10:25am,Jan 23,2015,https://www.nairaland.com/2108734/50-greatest-andriod-hardcore-games
Ghana  Vs Algeria: AFCON 2015 (1 - 0) ON 23rd January 2015,Sports," / , / ,  / , (20914 Views) ",caprini1,6:45pm,Jan 23,2015,https://www.nairaland.com/2107499/ghana-vs-algeria-afcon-2015
Why Many Nigerian School Dropouts Never Make It In Life,Jobs/Vacancies," / , / ,  / , (21073 Views) ",moderatorr1,1:53pm,Jan 17,2015,https://www.nairaland.com/2098393/why-many-nigerian-school-dropouts
"Atiku Condemns Attack On Jonathan: ""Office Of The President Must Be Respected""  ",Politics," / , / ,  / , (28946 Views) ",dabrats,5:15pm,Jan 23,2015,https://www.nairaland.com/2109458/atiku-condemns-attack-jonathan-office
Fayose Warns Apc And Buhari Over Attacks On pres. Jonathan,Politics," / , / ,  / , (27249 Views) ",englishmart,6:24pm,Jan 23,2015,https://www.nairaland.com/2109559/fayose-warns-apc-buhari-over
D'banj & His Freshest Beard Land Amsterdam (photos),Celebrities," / , / ,  / , (39387 Views) ",joshua8016,8:53am,Jan 22,2015,https://www.nairaland.com/2106625/dbanj-freshest-beard-land-amsterdam
Drama As Northern Group Seeks ICC Prosecution Of Buhari,Politics," / , / ,  / , (36018 Views) ",Mogidi,8:34am,Jan 23,2015,https://www.nairaland.com/2108562/drama-northern-group-seeks-icc
Reasons Why Ladies Make It Difficult To Get Under Their Pants In Relationships,Romance," / , / ,  / , (50841 Views) ",tosyne2much,5:30pm,Jan 22,2015,https://www.nairaland.com/2107651/reasons-why-ladies-make-it
HIV/AIDS Drugs To Be Manufactured In Nigeria - UNAIDS,Health," / , / ,  / , (26406 Views) ",Akbee,4:50pm,Jan 22,2015,https://www.nairaland.com/2107582/hiv-aids-drugs-manufactured-nigeria
Banky W 'Unborn Child' Video (Featuring Lynnxx),Music/Radio," / , / ,  / , (14926 Views) ",kolfab,4:02pm,Jan 22,2015,https://www.nairaland.com/2107505/banky-w-unborn-child-video
TEST: Marry Her If She Can Eat This With You,Romance," / , / ,  / , (74749 Views) ",donigspain,1:21pm,Jan 22,2015,https://www.nairaland.com/2107227/test-marry-she-eat
Speaker Aminu Tambuwal Campaigns For Buhari And Osinbajo (Photo) ,Politics," / , / ,  / , (36841 Views) ",oziduru,12:40pm,Jan 22,2015,https://www.nairaland.com/2107129/speaker-aminu-tambuwal-campaigns-buhari
"APC And PDP Supporters Clash In Abule Egba, Lagos (photos)",Politics," / , / ,  / , (45098 Views) ",lalasticlala,1:36pm,Jan 22,2015,https://www.nairaland.com/2107258/apc-pdp-supporters-clash-abule
6 Types Of Students You Will meet In A University Matriculation Ceremony,Education," / , / ,  / , (32452 Views) ",Japhet04,6:17pm,Jan 21,2015,https://www.nairaland.com/2105704/6-types-students-meet-university
Principal Gets Death Threats For Releasing Buhari’s Results,Politics," / , / ,  / , (39130 Views) ",blackrules1,5:16am,Jan 23,2015,https://www.nairaland.com/2108330/principal-gets-death-threats-releasing
Doyin Okupe Blasts Buhari Again On Twitter – Nigerians Fires Back – Read Tweet,Politics," / , / ,  / , (60502 Views) ",solaugo,8:16am,Jan 22,2015,https://www.nairaland.com/2106550/doyin-okupe-blasts-buhari-again
INEC Can Not Disqualify Buhari - Jega ,Politics," / , / ,  / , (23881 Views) ",itetemi,6:36am,Jan 22,2015,https://www.nairaland.com/2106412/inec-not-disqualify-buhari-jega
Bomb Scare At Buhari's Campaign Rally Venue In Sokoto,Politics," / , / ,  / , (29404 Views) ",lalasticlala,1:54pm,Jan 22,2015,https://www.nairaland.com/2107289/bomb-scare-buharis-campaign-rally
PDP Youth South/South East Rally & Townhall Meeting (Photos) ,Politics," / , / ,  / , (16547 Views) ",ochejoseph,2:33pm,Jan 23,2015,https://www.nairaland.com/2109169/pdp-youth-south-south-east
Don Jazzy Calls D Banj A Broke Dude In New Song,Music/Radio," / , / ,  / , (55992 Views) ",FrancisDiote,4:54am,Jan 22,2015,https://www.nairaland.com/2106335/don-jazzy-calls-d-banj
Nigerians Ask For President Jonathan's Thesis On Twitter,Politics," / , / ,  / , (41187 Views) ",lalasticlala,10:34am,Jan 22,2015,https://www.nairaland.com/2106843/nigerians-ask-president-jonathans-thesis
Unveiling Muna Obiekwe’s Morgue And Burial Plans,Celebrities," / , / ,  / , (43545 Views) ",lalasticlala,8:41am,Jan 22,2015,https://www.nairaland.com/2106601/unveiling-muna-obiekwes-morgue-burial
7 Nigerians Who Were Pioneers In Their Area,Culture," / , / ,  / , (31930 Views) ",ejiofor2,4:36pm,Jan 21,2015,https://www.nairaland.com/2105523/7-nigerians-pioneers-area
Don't Run Away To East Gov Yero Of Kaduna State  Appeals To Ndigbo,Politics," / , / ,  / , (30925 Views) ",idumuose,11:18am,Jan 22,2015,https://www.nairaland.com/2106937/dont-run-away-east-gov
Elections Will Be Free And Fair – Pastor Kumuyi,Religion," / , / ,  / , (23950 Views) ",lalasticlala,8:28am,Jan 22,2015,https://www.nairaland.com/2106584/elections-free-fair-pastor-kumuyi
11 Features To Look Out For When Buying Android Phones,Phones," / , / ,  / , (26506 Views) ",baseg25,7:58am,Jan 22,2015,https://www.nairaland.com/2106519/11-features-look-out-when
APC Planning To Rig Election In North - Musiliu Obanikoro,Politics," / , / ,  / , (20272 Views) ",idumuose,8:17am,Jan 22,2015,https://www.nairaland.com/2106557/apc-planning-rig-election-north
"PHOTO: If You Don ’t Know What This Is , You Really Missed",Jokes Etc," / , / ,  / , (63983 Views) ",zerojoy,10:29am,Jan 20,2015,https://www.nairaland.com/2102936/photo-don-t-know-what
Common Problems Nigerians Living Abroad Face From Relatives,Family," / , / ,  / , (40166 Views) ",tzoracle,11:04pm,Jan 21,2015,https://www.nairaland.com/2106124/common-problems-nigerians-living-abroad
Microsoft Announces Windows 10 And Holographic Computing,Computers," / , / ,  / , (35454 Views) ",Avatar,9:08am,Jan 22,2015,https://www.nairaland.com/2106656/microsoft-announces-windows-10-holographic
Tonto Dikeh's Touching Tribute To The Late Muna Obiekwe,Celebrities," / , / ,  / , (45886 Views) ",trendysturvs,10:17am,Jan 22,2015,https://www.nairaland.com/2106798/tonto-dikehs-touching-tribute-late
Jobless Youth Killed While Struggling For Campaign Money,Politics," / , / ,  / , (39526 Views) ",simpleseyi,6:25am,Jan 22,2015,https://www.nairaland.com/2106397/jobless-youth-killed-while-struggling
Nigerian Arrested For Registering British Couple As Baby’s Parents (Pictured) ,Travel," / , / ,  / , (31966 Views) ",Danycrusoe,1:44pm,Jan 20,2015,https://www.nairaland.com/2103280/nigerian-arrested-registering-british-couple
Davido Shows Off His Expensive Cars (photo),Celebrities," / , / ,  / , (48452 Views) ",bustyhelen,6:23pm,Jan 21,2015,https://www.nairaland.com/2105719/davido-shows-off-expensive-cars
I Will Look Like This When 'am 80 Years Old - Toolz Gushes (photo),Celebrities," / , / ,  / , (56466 Views) ",opeyemisteph,6:46pm,Jan 21,2015,https://www.nairaland.com/2105753/look-like-when-80-years
"Katsina Stoning: Niger Delta “ll Retaliate, Says Dokubo Asari",Politics," / , / ,  / , (48377 Views) ",Gejfreesupport,4:02pm,Jan 21,2015,https://www.nairaland.com/2105470/katsina-stoning-niger-delta-ll
Jonathan Pulls massive Crowd At Kano Presidential Rally (Photos) ,Politics," / , / ,  / , (52165 Views) ",Gogetta,2:48pm,Jan 21,2015,https://www.nairaland.com/2105334/jonathan-pulls-massive-crowd-kano
"APC Presidential Rally, Sokoto And Kebbi (Live Updates) ",Politics," / , / ,  / , (30552 Views) ",Petersideman,12:10pm,Jan 22,2015,https://www.nairaland.com/2107054/apc-presidential-rally-sokoto-kebbi
Pregnant Daughter Of Governor Al-Makura’s Campaign Manager Murdered,Crime," / , / ,  / , (28986 Views) ",lalasticlala,8:29am,Jan 21,2015,https://www.nairaland.com/2104532/pregnant-daughter-governor-al-makuras-campaign
Omotola Arives Abuja In A Stretch Limousine (Photo) ,Celebrities," / , / ,  / , (46646 Views) ",olufikistick,3:25pm,Jan 21,2015,https://www.nairaland.com/2105395/omotola-arives-abuja-stretch-limousine
"Alleged Fraud: EFCC Probes Rivers, Kano, Others",Politics," / , / ,  / , (22616 Views) ",simpleseyi,7:04am,Jan 21,2015,https://www.nairaland.com/2104420/alleged-fraud-efcc-probes-rivers
Top 10 Sexiest Male On-air Personalities in Nigeria(photos),Music/Radio," / , / ,  / , (51269 Views) ",joelenesleek,2:19pm,Jan 21,2015,https://www.nairaland.com/2105261/top-10-sexiest-male-on-air
Buhari's Certificate Matter - Tune Into Channels Television,Politics," / , / ,  / , (72665 Views) ",DeCritique,8:45am,Jan 21,2015,https://www.nairaland.com/2104563/buharis-certificate-matter-tune-into
59-Year-Old Man Arrested For Raping 2 Sisters Aged 3 & 5,Crime," / , / ,  / , (32140 Views) ",lalasticlala,4:25pm,Jan 21,2015,https://www.nairaland.com/2105498/59-year-old-man-arrested-raping-2
What's Wrong With This Picture Of Wizkid? ,Celebrities," / , / ,  / , (37696 Views) ",lalasticlala,8:58pm,Jan 20,2015,https://www.nairaland.com/2103950/whats-wrong-picture-wizkid
"Girl, Would You Do This For Love? (see photo)",Romance," / , / ,  / , (46412 Views) ",chidiezeh,7:40am,Jan 21,2015,https://www.nairaland.com/2104455/girl-love-see-photo
Seven Reasons Guys Cheat Easily,Romance," / , / ,  / , (35794 Views) ",ArchEnemy,8:53pm,Jan 20,2015,https://www.nairaland.com/2103944/seven-reasons-guys-cheat-easily
"Chika Ike Glows In Floral Outfit,hit Or Miss?",Celebrities," / , / ,  / , (25979 Views) ",Trending,7:59am,Jan 21,2015,https://www.nairaland.com/2104481/chika-ike-glows-floral-outfithit
Over 70 Android Secret Codes You Probably Never Knew,Phones," / , / ,  / , (46504 Views) ",Surplus90,8:39pm,Jan 20,2015,https://www.nairaland.com/2103923/over-70-android-secret-codes
Billboard War In Lagos As PDP Candidate Clips Campaign Advert With APC- Pictured,Politics," / , / ,  / , (43499 Views) ",lalasticlala,10:44am,Jan 21,2015,https://www.nairaland.com/2104797/billboard-war-lagos-pdp-candidate
Photo Of The Day - Boarding School Life,Education," / , / ,  / , (32583 Views) ",Rodriquez,7:46am,Jan 21,2015,https://www.nairaland.com/2104461/photo-day-boarding-school-life
9 Types Of Men Women Avoid!,Romance," / , / ,  / , (35609 Views) ",priscaoge,12:35am,Jan 09,2015,https://www.nairaland.com/2083491/9-types-men-women-avoid
"We Killed The People Of Baga, As Our Lord Instructed Us In His Book – Shekau",Politics," / , / ,  / , (34998 Views) ",spott,9:10am,Jan 21,2015,https://www.nairaland.com/2104615/killed-people-baga-lord-instructed
Nigerian Army Releases Academic Records Of Buhari,Politics," / , / ,  / , (61792 Views) ",joan1,11:13am,Jan 21,2015,https://www.nairaland.com/2104864/nigerian-army-releases-academic-records
PDP Youth Mobilization And Town Hall Meetings (Live Pictures From The Launch) ,Politics," / , / ,  / , (17679 Views) ",ochejoseph,4:20pm,Jan 20,2015,https://www.nairaland.com/2103537/pdp-youth-mobilization-town-hall
"Press Statement By Buhari, GCFR, On The School Certificate Issue",Politics," / , / ,  / , (73559 Views) ",Nwoguphillip,12:23pm,Jan 21,2015,https://www.nairaland.com/2105029/press-statement-buhari-gcfr-school
Fayose Vs Buhari; Ekiti State Governor Takes Another Shot At GMB,Politics," / , / ,  / , (70130 Views) ",HighBK,10:37am,Jan 21,2015,https://www.nairaland.com/2104782/fayose-vs-buhari-ekiti-state
Woman Batters 15-Year-Old Maid So Bad For Self-Servicing (Photo) ,Crime," / , / ,  / , (54969 Views) ",lalasticlala,8:38am,Jan 21,2015,https://www.nairaland.com/2104552/woman-batters-15-year-old-maid-bad
Live: APC Presidential Rally Katsina State!,Politics," / , / ,  / , (35475 Views) ",dayo23,10:12am,Jan 21,2015,https://www.nairaland.com/2104737/live-apc-presidential-rally-katsina
Mammoth Crowd Waiting For Mr President In Kano,Politics," / , / ,  / , (36248 Views) ",dayo23,1:14pm,Jan 21,2015,https://www.nairaland.com/2105120/mammoth-crowd-waiting-mr-president
9 Things You Should Never Say In A Job Interview,Jobs/Vacancies," / , / ,  / , (42338 Views) ",Mannylex,9:29am,Jan 21,2015,https://www.nairaland.com/2104657/9-things-should-never-say
General Buhari's Plan To Secure Nigeria,Politics," / , / ,  / , (26294 Views) ",Seun,12:31pm,Jan 21,2015,https://www.nairaland.com/2105044/general-buharis-plan-secure-nigeria
"President Jonathan Visits Emir Of Kano, Lamido Sanusi (Photos) ",Politics," / , / ,  / , (43993 Views) ",ammyluv2002,2:35pm,Jan 21,2015,https://www.nairaland.com/2105301/president-jonathan-visits-emir-kano
Popular Prostitute Stabbed To Death At A Car Park In Lagos,Crime," / , / ,  / , (46265 Views) ",chimere66,7:24am,Jan 21,2015,https://www.nairaland.com/2104436/popular-prostitute-stabbed-death-car
Prof. Yemi Osibanjo Clears The Air About APC Kano Rally Photo He Tweeted,Politics," / , / ,  / , (50669 Views) ",pacifique,6:19am,Jan 21,2015,https://www.nairaland.com/2104377/prof-yemi-osibanjo-clears-air
How To Keep Vagina Clean And Healthy (NHS),Health," / , / ,  / , (81716 Views) ",Redoil,2:56pm,Jan 20,2015,https://www.nairaland.com/2103405/how-keep-vagina-clean-healthy
MTN Who Deserves To Be A Millionaire Winner Pockets N50 Million Apartment,Phones," / , / ,  / , (20197 Views) ",lalasticlala,5:13pm,Jan 20,2015,https://www.nairaland.com/2103626/mtn-deserves-millionaire-winner-pockets
"Nasarawa APGA Guber Candidate, Labaran Maku Canvasses Support For Jonathan",Politics," / , / ,  / , (10466 Views) ",dejt4u,6:04am,Jan 21,2015,https://www.nairaland.com/2104362/nasarawa-apga-guber-candidate-labaran
Group Urges APC Leaders To Replace Buhari With Kwankwaso,Politics," / , / ,  / , (33751 Views) ",VOICEOFTHEMASES,12:35pm,Jan 21,2015,https://www.nairaland.com/2105051/group-urges-apc-leaders-replace
Mali Vs Cameroon: AFCON 2015 (1  -  1) On 20th January 2015,Sports," / , / ,  / , (6453 Views) ",uzolexis,9:35pm,Jan 20,2015,https://www.nairaland.com/2102236/mali-vs-cameroon-afcon-2015
"Children Scramble In Gutters For Noodles,sweets Thrown By PDP In Lagos (photo)",Politics," / , / ,  / , (39801 Views) ",argon500,8:39pm,Jan 20,2015,https://www.nairaland.com/2103922/children-scramble-gutters-noodlessweets-thrown
Shagari Denies Endorsing Jonathan,Politics," / , / ,  / , (15350 Views) ",AllBusiness,12:45am,Jan 21,2015,https://www.nairaland.com/2104243/shagari-denies-endorsing-jonathan
Buhari Executed 40 Soldiers For Plotting A Coup (New York Times 1984),Politics," / , / ,  / , (31013 Views) ",sCun,11:17am,Jan 20,2015,https://www.nairaland.com/2103030/buhari-executed-40-soldiers-plotting
Apc Presidential Campaign Rally In Kano.....#change....,Politics," / , / ,  / , (33019 Views) ",Petersideman,7:46am,Jan 20,2015,https://www.nairaland.com/2102643/apc-presidential-campaign-rally-kano
"Mujahidat, Asari Dokubo's Wife Just Posted This On Facebook...",Politics," / , / ,  / , (53090 Views) ",bettercreature,9:57am,Jan 20,2015,https://www.nairaland.com/2102866/mujahidat-asari-dokubos-wife-just
"Jonathan Will Win, APC Is A Fragile Anti-Jonathan Setup —Brookings",Politics," / , / ,  / , (31476 Views) ",Splashme,10:56am,Jan 20,2015,https://www.nairaland.com/2102990/jonathan-win-apc-fragile-anti-jonathan
Great Quotes By President Goodluck Jonathan.,Politics," / , / ,  / , (32402 Views) ",Whynotthetruth,10:31pm,Jan 19,2015,https://www.nairaland.com/2102275/great-quotes-president-goodluck-jonathan
"EXCLUSIVE: INEC Clears Underage Candidates To Contest Senate, House Of Reps",Politics," / , / ,  / , (18867 Views) ",argon500,12:26pm,Jan 20,2015,https://www.nairaland.com/2103145/exclusive-inec-clears-underage-candidates
Georgina Onuoha's Marriage Crashes ,Celebrities," / , / ,  / , (30465 Views) ",NewsINigeria,10:56am,Jan 20,2015,https://www.nairaland.com/2102989/georgina-onuohas-marriage-crashes
